1.650671839714050293e+00,2.288095206022262573e-01
-1.340072005987167358e-01,1.577947616577148438e+00
-1.139649868011474609e+00,1.580402255058288574e-02
-1.483236253261566162e-01,-8.587473630905151367e-01
-6.115388870239257812e-01,-8.030133247375488281e-01
-1.203815579414367676e+00,1.264431238174438477e+00
9.635568857192993164e-01,2.054082870483398438e+00
-5.654558539390563965e-01,-3.996604979038238525e-01
-4.614696204662322998e-01,2.016470432281494141e+00
1.472635269165039062e+00,7.197535037994384766e-01
2.007844924926757812e+00,1.195975661277770996e+00
7.029674053192138672e-01,-2.182881832122802734e-01
-5.470854043960571289e-02,1.299694418907165527e+00
-8.205722570419311523e-01,1.742355823516845703e+00
1.031396389007568359e+00,-1.254545450210571289e+00
1.272464275360107422e+00,1.338883161544799805e+00
-1.026279687881469727e+00,-4.266370832920074463e-01
-1.083273887634277344e-01,3.741962909698486328e-01
-1.044730544090270996e+00,-7.814756780862808228e-02
1.381698846817016602e+00,-8.985290527343750000e-01
1.874295353889465332e+00,-3.677356243133544922e-01
-9.766258299350738525e-02,-9.201599955558776855e-01
1.222697734832763672e+00,3.521993160247802734e-01
1.366077661514282227e+00,-7.045953273773193359e-01
-1.133275985717773438e+00,-2.933001816272735596e-01
3.813582062721252441e-01,-1.550010919570922852e+00
1.743136525154113770e+00,-8.530995845794677734e-01
3.128691017627716064e-01,2.581944704055786133e+00
5.926407873630523682e-02,6.299442052841186523e-01
7.280443608760833740e-02,1.713547468185424805e+00
1.389501094818115234e-01,9.061764478683471680e-01
-1.028296351432800293e+00,2.194187045097351074e-01
1.241389274597167969e+00,2.790008783340454102e-01
-8.255805820226669312e-03,2.638161182403564453e+00
2.652557790279388428e-01,1.866455078125000000e+00
8.398792743682861328e-01,-1.143548190593719482e-01
1.522174000740051270e+00,-1.235026955604553223e+00
-1.520453572273254395e+00,-1.830980628728866577e-01
-1.747933506965637207e+00,8.855351209640502930e-01
4.000634551048278809e-01,1.871350407600402832e+00
1.236685395240783691e+00,3.189025521278381348e-01
9.352508187294006348e-01,7.802562713623046875e-01
1.746316194534301758e+00,-5.393735170364379883e-01
4.286956787109375000e-02,-9.433260560035705566e-01
4.485397636890411377e-01,-8.272486925125122070e-01
-9.442902803421020508e-01,-1.163272261619567871e+00
1.190128564834594727e+00,1.178190231323242188e+00
7.077120542526245117e-01,1.985147476196289062e+00
-4.290143251419067383e-01,-6.961266398429870605e-01
1.443169832229614258e+00,-1.097196102142333984e+00
-1.219681739807128906e+00,6.963747143745422363e-01
-2.800782322883605957e-01,1.253796339035034180e+00
-1.043212771415710449e+00,-3.342216312885284424e-01
4.172510206699371338e-01,-4.154822230339050293e-01
-7.718549966812133789e-01,1.199749588966369629e+00
2.093445807695388794e-01,-9.622622728347778320e-01
-6.869574785232543945e-01,-4.025132656097412109e-01
-8.545444011688232422e-01,-4.355131387710571289e-01
-7.056559920310974121e-01,1.395187139511108398e+00
4.943225085735321045e-01,-9.872566461563110352e-01
1.001972779631614685e-01,-2.267558276653289795e-01
-1.224905967712402344e+00,-1.266855895519256592e-01
-6.285790205001831055e-01,9.194788932800292969e-01
6.391884386539459229e-02,5.246590375900268555e-01
2.318695306777954102e+00,5.938500761985778809e-01
-2.074967920780181885e-01,-1.185733079910278320e+00
-3.318216204643249512e-01,-4.999203085899353027e-01
-1.206078648567199707e+00,-6.521459221839904785e-01
-1.229556322097778320e+00,-3.287066221237182617e-01
8.110136389732360840e-01,-4.863586127758026123e-01
1.949894070625305176e+00,-5.692075490951538086e-01
-4.483321905136108398e-01,4.002980589866638184e-01
1.131215691566467285e+00,-8.347589373588562012e-01
-8.471991121768951416e-02,-4.946180880069732666e-01
-7.568026185035705566e-01,-8.209111094474792480e-01
1.116813778877258301e+00,-8.035705089569091797e-01
3.502303361892700195e-02,-4.832572042942047119e-01
1.453115642070770264e-01,1.451100945472717285e+00
-5.580958127975463867e-01,-8.332629203796386719e-01
-1.287084937095642090e+00,-1.094345301389694214e-01
8.711825609207153320e-01,-7.258785963058471680e-01
9.361240863800048828e-01,2.717641890048980713e-01
-3.373106122016906738e-01,5.059123039245605469e-01
1.793031245470046997e-01,-5.182062387466430664e-01
-1.439493894577026367e+00,7.355257868766784668e-03
-4.405552744865417480e-01,8.351855278015136719e-01
1.376150608062744141e+00,-2.938226461410522461e-01
-6.551170945167541504e-01,1.403628826141357422e+00
-1.016899108886718750e+00,-1.564489603042602539e-01
-6.560888290405273438e-01,5.400049090385437012e-01
-7.735630869865417480e-01,-2.906388044357299805e-01
-7.353098392486572266e-01,-6.613425016403198242e-01
-1.409253597259521484e+00,-7.291490435600280762e-01
9.455124735832214355e-01,-1.312997341156005859e+00
9.085398316383361816e-01,-1.231197595596313477e+00
3.337635695934295654e-01,-9.877228140830993652e-01
4.111682176589965820e-01,-9.004496335983276367e-01
1.058344483375549316e+00,-3.321341425180435181e-02
2.427314221858978271e-01,2.542234361171722412e-01
-1.018545866012573242e+00,-8.297030329704284668e-01
-6.340858936309814453e-01,-1.166216611862182617e+00
6.230436265468597412e-02,6.431795954704284668e-01
-1.983494162559509277e-01,2.199931442737579346e-02
3.367793560028076172e-01,-2.921854853630065918e-01
-1.450390577316284180e+00,3.752442300319671631e-01
1.080932378768920898e+00,-8.695727586746215820e-01
9.974986314773559570e-01,-4.484788775444030762e-01
-8.482289314270019531e-01,-2.895158529281616211e-01
1.587520480155944824e+00,-6.334092468023300171e-02
9.697989821434020996e-01,-1.450829207897186279e-01
1.839888095855712891e-02,8.439522385597229004e-01
-1.034922897815704346e-02,1.110817670822143555e+00
1.839455217123031616e-02,2.332389354705810547e+00
1.226484417915344238e+00,-5.872933268547058105e-01
-7.770537137985229492e-01,3.927332907915115356e-02
-6.518033146858215332e-01,3.635460138320922852e-01
-1.026598691940307617e+00,-1.328461915254592896e-01
2.025057554244995117e+00,4.856382012367248535e-01
-8.097090721130371094e-01,-9.274751543998718262e-01
1.916404068470001221e-01,-1.355235338211059570e+00
1.019961237907409668e+00,-1.129467368125915527e+00
9.568200707435607910e-01,-5.729095339775085449e-01
-5.297833681106567383e-01,-5.393704175949096680e-01
-1.408789992332458496e+00,-1.626351177692413330e-01
-4.712006747722625732e-01,1.510100603103637695e+00
-5.368394851684570312e-01,-8.401876688003540039e-01
-1.395996451377868652e+00,3.811943829059600830e-01
2.080579400062561035e-01,2.071684122085571289e+00
9.138972163200378418e-01,-7.734653353691101074e-01
-4.719196259975433350e-01,-9.233412146568298340e-01
2.026686906814575195e+00,6.044343709945678711e-01
9.616180658340454102e-01,-1.374433040618896484e+00
-1.099152088165283203e+00,1.552309095859527588e-02
-1.260174632072448730e+00,-1.190107613801956177e-01
-6.591848134994506836e-01,4.303302764892578125e-01
-1.672930479049682617e+00,-5.579967424273490906e-02
-6.378534436225891113e-01,1.362254619598388672e+00
1.310385704040527344e+00,2.053862571716308594e+00
-5.647945404052734375e-01,4.594982266426086426e-01
-4.793564081192016602e-01,-1.074746608734130859e+00
4.564008712768554688e-01,-8.401817083358764648e-01
-9.123583436012268066e-01,9.129607677459716797e-02
-1.880038976669311523e-01,-2.214621454477310181e-01
7.140940427780151367e-01,-8.031791448593139648e-01
1.046139001846313477e+00,-1.026028275489807129e+00
-8.181107044219970703e-01,1.242294192314147949e+00
-1.778353571891784668e+00,5.538904070854187012e-01
8.737735748291015625e-01,-3.366459906101226807e-01
1.080808281898498535e+00,-5.496964454650878906e-01
3.168161213397979736e-01,2.018876075744628906e+00
-1.024453341960906982e-02,-9.355775713920593262e-01
1.027233242988586426e+00,6.818473339080810547e-04
2.527142763137817383e+00,7.921169996261596680e-01
1.003288030624389648e-01,1.252994537353515625e+00
-1.708188533782958984e+00,-1.260995119810104370e-02
-7.732731103897094727e-01,2.088059633970260620e-01
1.183899998664855957e+00,2.441597282886505127e-01
-5.455761551856994629e-01,-7.799645662307739258e-01
1.307566463947296143e-02,1.656977415084838867e+00
-1.643888473510742188e+00,6.984770894050598145e-01
-3.225991427898406982e-01,-2.020827084779739380e-01
6.056578755378723145e-01,2.456020116806030273e+00
3.981030285358428955e-01,-1.502901077270507812e+00
1.750707179307937622e-01,-4.052428603172302246e-01
1.090781569480895996e+00,-7.004730403423309326e-03
5.748478174209594727e-01,-1.072662711143493652e+00
-1.081960439682006836e+00,-1.328353583812713623e-02
-7.070646882057189941e-01,-8.293310999870300293e-01
1.279074698686599731e-02,1.252263784408569336e+00
-8.471671342849731445e-01,-4.731091856956481934e-01
1.301833033561706543e+00,6.905272603034973145e-01
-6.639981865882873535e-01,1.477700352668762207e+00
5.110461711883544922e-01,-9.072014689445495605e-01
-1.484526395797729492e-01,-1.294482111930847168e+00
7.978796958923339844e-01,5.855754017829895020e-01
7.077789306640625000e-01,2.297229290008544922e+00
-4.083395600318908691e-01,2.015600919723510742e+00
-5.875570774078369141e-01,-4.905505478382110596e-01
-4.738322198390960693e-01,-6.314839124679565430e-01
-1.114344894886016846e-01,2.410665750503540039e+00
9.092906117439270020e-02,-8.976196050643920898e-01
-1.445246338844299316e+00,3.012948632240295410e-01
1.803457140922546387e-01,-8.206776976585388184e-01
-1.095452189445495605e+00,3.730000853538513184e-01
3.694068789482116699e-01,-1.022970557212829590e+00
3.659337759017944336e-01,1.498911619186401367e+00
1.557400226593017578e+00,-1.292220205068588257e-01
-3.592133522033691406e-03,2.209146499633789062e+00
1.941079258918762207e+00,-3.403103649616241455e-01
-8.648545145988464355e-01,9.864061474800109863e-01
